0.562506,0.319885,-1
0.89305,0.534205,1
0.699801,0.903005,1
0.602471,0.308963,-1
0.849585,0.206773,1
0.536883,0.718668,-1
0.65803,0.247795,-1
0.382993,0.791507,1
0.626486,0.104259,1
0.415266,0.664444,-1
0.813611,0.335596,1
0.813284,0.242412,1
0.127456,0.369772,1
0.0874922,0.432283,1
0.195231,0.377861,1
0.575761,0.620225,-1
0.440975,0.640834,-1
0.221685,0.474767,-1
0.791492,0.7077,1
0.0756822,0.54464,1
0.315358,0.12118,1
0.44786,0.729672,-1
0.803633,0.868551,1
0.314208,0.542568,-1
0.771557,0.199488,1
0.370932,0.727406,-1
0.266774,0.650326,-1
0.697479,0.5419,-1
0.867429,0.523983,1
0.494562,0.313686,-1
0.803483,0.44291,1
0.374239,0.333358,-1
0.793991,0.526305,-1
0.19056,0.351401,1
0.0273233,0.553892,1
0.953551,0.578207,1
0.67157,0.21523,1
0.806124,0.804035,1
0.858297,0.718722,1
0.555372,0.409636,-1
0.820322,0.859995,1
0.261144,0.629032,-1
0.470205,0.252544,-1
0.616345,0.660852,-1
0.53818,0.171478,1
0.305284,0.774423,1
0.224674,0.432498,-1
0.865688,0.715753,1
0.17352,0.447306,1
0.168333,0.844336,1
0.61156,0.420411,-1
0.165475,0.575479,1
0.6679,0.578863,-1
0.256442,0.723595,1
0.0847485,0.273867,1
0.589734,0.808654,1
0.445487,0.581199,-1
0.160238,0.572314,1
0.402785,0.82556,1
0.778209,0.495826,-1
0.308725,0.36666,-1
0.508191,0.484615,-1
0.464091,0.240209,-1
0.324257,0.136797,1
0.715172,0.531512,-1
0.902254,0.553337,1
0.23467,0.788677,1
0.598722,0.126278,1
0.500046,0.936301,1
0.305257,0.356338,-1
0.550834,0.813613,1
0.823179,0.815217,1
0.697203,0.353681,-1
0.809707,0.381701,1
0.698099,0.186326,1
0.819029,0.484222,1
0.329068,0.066816,1
0.969858,0.493434,1
0.338769,0.830088,1
0.613829,0.223195,-1
0.147275,0.447526,1
0.253465,0.625564,-1
0.31416,0.635403,-1
0.655965,0.315,-1
0.417491,0.619087,-1
0.474472,0.114552,1
0.632096,0.714096,-1
0.0243891,0.563571,1
0.0229483,0.574813,1
0.418168,0.545397,-1
0.491168,0.337448,-1
0.770027,0.38841,-1
0.644513,0.0830179,1
0.633474,0.824917,1
0.304511,0.366924,-1
0.923964,0.387412,1
0.400958,0.587394,-1
0.600756,0.706869,-1
0.432615,0.868826,1
0.247886,0.759434,1
0.284797,0.378378,-1
0.842338,0.18454,1
0.604393,0.718382,-1
0.772525,0.204822,1
0.608788,0.485317,-1
0.305363,0.758789,1
0.655378,0.481468,-1
0.613475,0.255056,-1
0.761275,0.553375,-1
0.799755,0.388957,1
0.0232862,0.421868,1
0.126893,0.669721,1
0.517354,0.518677,-1
0.151565,0.83328,1
0.66416,0.135474,1
0.63097,0.131499,1
0.725475,0.0648994,1
0.590135,0.384196,-1
0.454269,0.00704637,1
0.634089,0.497736,-1
0.573372,0.27228,-1
0.455466,0.634057,-1
0.398649,0.425152,-1
0.0948692,0.671658,1
0.524952,0.345862,-1
0.605614,0.817007,1
0.6363,0.36665,-1
0.467377,0.154235,1
0.209758,0.333416,1
0.495311,0.980173,1
0.888331,0.258725,1
0.369891,0.258909,-1
0.238561,0.135922,1
0.369972,0.903281,1
0.248935,0.177823,1
0.303191,0.601353,-1
0.753766,0.842585,1
0.237321,0.509383,-1
0.681123,0.779227,1
0.109008,0.543104,1
0.338449,0.650386,-1
0.105761,0.353331,1
0.390964,0.364314,-1
0.369164,0.411377,-1
0.486471,0.44893,-1
0.717132,0.582261,-1
0.909668,0.291942,1
0.52353,0.713749,-1
0.0583727,0.726416,1
0.888253,0.790384,1
0.518218,0.743943,-1
0.530111,0.853358,1
0.824042,0.690158,1
0.739216,0.709018,1
0.611863,0.427483,-1
0.137337,0.509108,1
0.317636,0.803114,1
0.66309,0.759575,1
0.523177,0.0669993,1
0.740653,0.503648,-1
0.27516,0.477284,-1
0.552044,0.0366591,1
0.564141,0.549075,-1
0.87443,0.537381,1
0.154259,0.349911,1
0.260172,0.824562,1
0.908742,0.244671,1
0.485338,0.0673075,1
0.549409,0.0416955,1
0.0294727,0.429036,1
0.499587,0.19592,1
0.661934,0.631972,-1
0.609156,0.0479896,1
0.159701,0.823344,1
0.631323,0.383875,-1
0.281973,0.420008,-1
0.224793,0.728502,1
0.89487,0.576661,1
0.650222,0.660089,-1
0.451993,0.106371,1
0.396564,0.329942,-1
0.890048,0.529135,1
0.512082,0.67779,-1
0.191659,0.118743,1
0.861218,0.823628,1
0.119886,0.740071,1
0.358692,0.681514,-1
0.460911,0.840473,1
0.112365,0.232292,1
0.807831,0.800731,1
0.505533,0.996812,1
0.331047,0.472322,-1
0.374572,0.0827396,1
0.660425,0.131199,1
0.622325,0.298316,-1
0.26715,0.62206,-1
0.450147,0.926978,1
0.690796,0.17856,1
0.341404,0.230164,1
0.362555,0.374705,-1
0.20421,0.549971,-1
