-0.389,-0.184,-0.011,0.362,-0.431
0.27,0.163,0.201,0.189,-0.339
-0.486,0.218,0.119,-0.393,-0.422
-0.248,0.045,-0.148,-0.263,-0.479
0.363,0.438,0.234,-0.099,-0.23
-0.245,0.355,-0.256,0.23,0.183
0.111,0.341,0.499,0.29,-0.108
0.258,-0.25,0.245,-0.042,0.129
0.407,-0.338,-0.154,-0.285,0.46
-0.385,-0.033,0.004,-0.343,-0.106
-0.284,-0.481,-0.478,0.45,-0.079
-0.208,-0.296,-0.225,0.037,0.434
0.148,0.338,-0.036,-0.163,-0.182
0.356,-0.406,0.068,0.101,-0.257
-0.304,-0.303,-0.095,0.043,-0.088
-0.445,0.158,0.07,0.059,0.315
0.464,-0.035,0.024,0.486,-0.085
0.445,-0.222,0.119,0.41,0.005
-0.257,0.058,-0.468,0.207,0.395
-0.15,0.063,0.179,0.418,0.354
0.422,-0.386,-0.45,-0.483,-0.153
-0.038,-0.428,0.195,-0.469,-0.179
-0.301,0.186,0.287,0.223,0.171
-0.299,-0.142,0.139,0.01,-0.233
0.334,0.253,0.325,0.367,-0.35
-0.091,0.407,-0.097,-0.412,0.325
-0.244,0.2,0.129,0.497,0.217
0.166,-0.352,-0.021,-0.14,-0.32
0.301,-0.251,0.056,0.087,0.162
-0.274,-0.022,-0.481,0.056,0.488
-0.213,-0.111,-0.069,0.302,0.446
-0.229,0.402,0.353,0.174,0.18
-0.133,0.12,-0.121,0.496,0.116
-0.404,-0.149,-0.046,0.075,-0.099
0.134,-0.435,0.15,-0.311,0.152
-0.189,-0.394,0.32,-0.479,-0.148
0.308,0.499,0.241,0.429,0.3
0.187,-0.301,-0.109,-0.271,0.063
-0.43,0.096,-0.318,-0.05,-0.219
-0.012,-0.264,0.132,0.442,0.311
-0.468,-0.234,0.067,0.182,-0.355
-0.282,0.183,0.442,-0.462,0.204
-0.207,0.036,-0.108,0.225,-0.036
0.383,-0.399,-0.147,-0.227,-0.17
0.416,-0.156,0.426,0.288,0.294
-0.294,0.466,0.22,0.338,0.097
-0.28,0.37,0.053,0.287,-0.259
0.199,-0.495,0.114,-0.17,0.234
-0.492,0.124,0.46,-0.1,-0.152
-0.387,-0.218,-0.361,-0.034,0.056
-0.031,-0.429,0.09,-0.106,0.359
-0.427,-0.21,0.014,0.293,0.318
-0.39,-0.488,-0.123,0.164,0.3
0.118,-0.448,-0.005,-0.269,-0.118
-0.272,0.43,0.196,0.378,-0.17
0.234,0.491,0.112,0.373,-0.044
0.358,-0.159,-0.283,-0.053,-0.075
-0.425,0.02,-0.095,-0.221,-0.188
-0.278,-0.111,-0.485,0.099,0.243
0.315,0.407,0.295,-0.191,0.329
0.368,-0.273,0.258,0.063,-0.396
0.278,-0.203,-0.406,-0.11,0.36
-0.26,0.438,-0.299,-0.043,-0.425
-0.184,-0.278,0.095,-0.088,0.001
0.098,0.134,0.08,-0.197,0.424
-0.177,-0.383,0.02,0.308,-0.384
-0.152,0.175,-0.157,0.297,0.429
-0.363,0.074,-0.275,0.422,0.464
0.275,0.352,0.092,0.166,-0.192
0.167,0.483,-0.28,0.452,-0.106
0.221,-0.261,0.218,0.491,0.042
-0.169,-0.497,0.159,0.352,0.312
0.275,-0.301,-0.324,0.308,0.496
-0.396,0.135,0.07,-0.481,0.056
-0.277,0.295,-0.093,0.005,-0.04
-0.095,-0.329,-0.368,0.125,-0.377
0.026,-0.465,-0.138,0.435,0.217
0.405,-0.235,0.22,-0.247,0.307
-0.279,0.219,-0.494,-0.102,-0.284
0.192,0.002,0.352,0.452,0.022
-0.403,0.366,-0.494,0.005,-0.13
-0.034,0.1,0.042,0.099,0.416
-0.145,0.315,0.451,-0.093,-0.061
0.167,-0.189,0.205,-0.423,-0.245
-0.299,-0.202,0.474,-0.293,0.196
-0.311,0.09,0.389,0.231,-0.269
-0.4,0.329,-0.404,-0.394,-0.477
-0.033,-0.238,0.123,0.199,0.361
-0.272,-0.447,-0.134,-0.321,-0.04
0.305,0.036,-0.038,-0.301,-0.197
0.217,-0.099,0.102,-0.12,-0.202
0.488,-0.241,0.388,0.066,0.491
-0.381,0.166,0.009,0.406,-0.038
-0.278,-0.128,-0.085,0.345,0.261
-0.225,0.264,0.314,-0.169,0.443
0.465,-0.364,-0.332,-0.074,-0.165
-0.338,0.333,-0.074,0.264,0.403
0.225,-0.059,-0.339,-0.198,-0.493
0.342,-0.389,-0.137,-0.15,-0.483
0.016,0.072,-0.421,0.431,-0.393
2.20908,0.675716,0.330002,0.177425,0.0453373
2.08022,0.709208,0.361667,0.157037,0.0620245
1.88488,0.74586,0.427092,0.112803,0.0796875
1.61218,0.794277,0.551321,0.0330575,0.0923746
1.28367,0.864086,0.753212,-0.0829913,0.0937929
0.964898,0.954168,1.01958,-0.216665,0.0789926
0.720511,1.04764,1.30144,-0.340796,0.0468118
0.567123,1.12543,1.54587,-0.438048,0.00359279
0.483355,1.18132,1.72556,-0.504641,-0.0376765
0.441953,1.22108,1.84072,-0.544148,-0.0651001
2.03482,0.706381,0.380452,0.261352,0.0904473
1.91735,0.74821,0.408507,0.241515,0.108
1.74711,0.793902,0.465674,0.198782,0.125745
1.51638,0.851069,0.572968,0.121428,0.135348
1.24018,0.928349,0.748175,0.00667392,0.129857
0.967847,1.02372,0.983993,-0.129897,0.106218
0.751428,1.11987,1.24119,-0.262267,0.0659582
0.60785,1.19845,1.47237,-0.371058,0.0165627
0.523698,1.25494,1.64837,-0.448998,-0.0292193
0.478983,1.29682,1.76398,-0.496858,-0.0598157
1.77354,0.732545,0.457785,0.390738,0.146804
1.67998,0.783991,0.478383,0.367073,0.1616
1.54794,0.841472,0.521964,0.321078,0.176578
1.37219,0.911683,0.604527,0.241929,0.181037
1.16222,1.00233,0.741318,0.125787,0.167515
0.95146,1.11009,0.930455,-0.0144499,0.135306
0.777228,1.21628,1.14489,-0.154421,0.0890193
0.654226,1.3023,1.34709,-0.273834,0.0367583
0.576303,1.36467,1.50916,-0.362768,-0.0103126
0.531604,1.41234,1.62053,-0.419245,-0.0420454
1.4358,0.755256,0.567241,0.573078,0.199481
1.37949,0.817054,0.575205,0.541044,0.207288
1.29876,0.888588,0.597836,0.486446,0.216488
1.18911,0.976142,0.645853,0.400323,0.214557
1.05542,1.08686,0.730873,0.278754,0.193656
0.917448,1.21571,0.855254,0.132896,0.155176
0.797967,1.34128,1.00505,-0.0142223,0.106544
0.707202,1.44326,1.15635,-0.14229,0.0561021
0.644116,1.51831,1.28706,-0.240265,0.0125637
0.604397,1.57624,1.38374,-0.30441,-0.0164279
1.07808,0.776649,0.699229,0.789774,0.217063
1.06244,0.84804,0.690742,0.747883,0.216476
1.03512,0.933817,0.686031,0.682105,0.219955
0.991693,1.04052,0.690758,0.585652,0.213948
0.933884,1.17511,0.712324,0.455236,0.190366
0.870866,1.33062,0.75613,0.30148,0.151838
0.812313,1.48204,0.821199,0.147179,0.107454
0.762365,1.60645,0.899533,0.0125417,0.0652589
0.722294,1.69981,0.978996,-0.091717,0.0313011
0.693339,1.77189,1.04744,-0.161738,0.0102075
0.780247,0.799282,0.83226,0.99917,0.173813
0.794502,0.87782,0.806914,0.950495,0.167226
0.807019,0.975343,0.772607,0.875607,0.168603
0.814804,1.09898,0.730502,0.768923,0.164207
0.818437,1.25541,0.684121,0.62796,0.145959
0.819634,1.43559,0.64161,0.464051,0.116616
0.817143,1.61114,0.614336,0.301276,0.0850212
0.808598,1.75699,0.609856,0.160467,0.0579356
0.79535,1.86864,0.62701,0.0514831,0.0390168
0.78169,1.95539,0.65768,-0.0229685,0.0303275
0.584857,0.824409,0.949009,1.16719,0.0785694
0.612779,0.907153,0.90895,1.11674,0.0691268
0.645291,1.01278,0.847084,1.03729,0.0718084
0.682534,1.14889,0.760918,0.922608,0.073774
0.725667,1.32109,0.651559,0.770617,0.0674627
0.771608,1.51796,0.530992,0.594423,0.0548239
0.810874,1.70854,0.422132,0.420779,0.0425108
0.835643,1.86717,0.345004,0.272089,0.0348526
0.846602,1.99027,0.305949,0.157699,0.0335285
0.849355,2.08735,0.299705,0.0789563,0.0390716
0.479569,0.849979,1.04211,1.2846,-0.0329093
0.509558,0.934719,0.990482,1.23586,-0.0436193
0.547365,1.04547,0.905858,1.15564,-0.0389844
0.596737,1.19001,0.782958,1.03544,-0.02979
0.660236,1.3722,0.622294,0.872976,-0.0224416
0.731941,1.57778,0.441271,0.683728,-0.0162602
0.796796,1.77389,0.273291,0.497933,-0.00794268
0.843302,1.93554,0.146538,0.340003,0.00377767
0.87176,2.0614,0.0695075,0.219147,0.0189944
0.888421,2.16234,0.0361952,0.135729,0.0375987
0.429352,0.871981,1.1095,1.35846,-0.127776
0.456679,0.957324,1.04981,1.31202,-0.139307
0.493207,1.07106,0.948581,1.23234,-0.13382
0.545629,1.22108,0.798363,1.10811,-0.119333
0.617985,1.40958,0.600266,0.936479,-0.100642
0.702807,1.61955,0.377767,0.735502,-0.0783204
0.781537,1.8164,0.17309,0.539004,-0.0525337
0.84043,1.97606,0.0188815,0.37317,-0.0249545
0.87969,2.09966,-0.0779414,0.246927,0.0032868
0.906015,2.19989,-0.126679,0.159763,0.0318724
0.404551,0.887308,1.15155,1.4003,-0.191127
0.428734,0.972169,1.08733,1.35431,-0.203077
0.462829,1.08696,0.975691,1.27381,-0.197791
0.515514,1.24008,0.80742,1.14516,-0.180386
0.592019,1.43295,0.584547,0.965282,-0.153954
0.684037,1.64647,0.336019,0.75488,-0.120071
0.770758,1.84424,0.110764,0.551102,-0.0818429
0.836883,2.0023,-0.0564577,0.381264,-0.0433069
0.882433,2.12337,-0.161497,0.253356,-0.00648521
0.91437,2.22154,-0.217344,0.165499,0.028222
2.23533,0.617212,0.353331,0.169575,0.0513308
2.09794,0.660124,0.377194,0.147923,0.0658628
1.8899,0.708272,0.433952,0.102433,0.0816347
1.60341,0.768229,0.550725,0.0215151,0.0927721
1.26516,0.848014,0.748342,-0.0947964,0.0933577
0.944375,0.945656,1.01445,-0.227061,0.0786535
0.703839,1.04415,1.29934,-0.348739,0.0470622
0.555695,1.12485,1.54814,-0.443648,0.00447981
0.476166,1.18223,1.73134,-0.508322,-0.0359167
0.437837,1.22282,1.84833,-0.546108,-0.0618842
2.05391,0.654505,0.402011,0.255375,0.101125
1.93026,0.705153,0.422541,0.233839,0.11574
1.75038,0.761119,0.471765,0.189468,0.130821
1.50896,0.828433,0.572537,0.110541,0.137998
1.22486,0.914651,0.744364,-0.00499318,0.13075
0.950471,1.01715,0.980637,-0.140663,0.106491
0.73684,1.11834,1.24128,-0.270819,0.0664514
0.59747,1.20002,1.47686,-0.37715,0.0175541
0.516949,1.25824,1.65606,-0.452745,-0.0273918
0.475086,1.30132,1.77281,-0.498185,-0.0564693
1.77909,0.689774,0.477683,0.388391,0.165204
1.6829,0.748612,0.49167,0.362355,0.175917
1.54559,0.814619,0.528575,0.31408,0.186991
1.36351,0.893366,0.605851,0.232714,0.187584
1.14872,0.991946,0.740101,0.115079,0.170744
0.937001,1.10655,0.929958,-0.0248415,0.136632
0.765315,1.21794,1.14752,-0.162736,0.0898992
0.645946,1.30729,1.35343,-0.279374,0.0379842
0.571211,1.37167,1.51797,-0.365373,-0.00819662
0.529105,1.42091,1.62973,-0.418637,-0.038333
1.42473,0.72256,0.585735,0.575382,0.226273
1.36959,0.789906,0.588572,0.540465,0.228894
1.28845,0.868065,0.606122,0.483049,0.232866
1.17751,0.962705,0.64999,0.394166,0.225449
1.04314,1.08071,0.73267,0.270467,0.199401
0.906634,1.21643,0.856959,0.124372,0.157422
0.790577,1.34737,1.00835,-0.0207586,0.107445
0.703518,1.45277,1.16174,-0.14566,0.0571367
0.643366,1.52984,1.29373,-0.240102,0.0145909
0.605817,1.58943,1.39015,-0.300384,-0.0127134
1.05484,0.753084,0.716076,0.795291,0.247781
1.04256,0.828207,0.704315,0.750661,0.241662
1.01822,0.91886,0.696176,0.682107,0.239303
0.97765,1.03142,0.697454,0.582865,0.226849
0.923349,1.1728,0.71582,0.450078,0.196882
0.8651,1.33509,0.757196,0.295677,0.153677
0.811911,1.49165,0.820876,0.143188,0.107222
0.7665,1.61897,0.898627,0.0119159,0.0649652
0.72946,1.71385,0.977775,-0.0884902,0.0320732
0.7022,1.78719,1.04564,-0.154458,0.0126922
0.754202,0.78257,0.84721,1.00501,0.201282
0.771766,0.863341,0.820275,0.954349,0.189721
0.788235,0.964282,0.783718,0.877229,0.185643
0.800965,1.09261,0.738097,0.768067,0.174929
0.811095,1.25496,0.686658,0.62468,0.150247
0.820076,1.44103,0.63839,0.459675,0.116132
0.825106,1.62046,0.606129,0.298208,0.082413
0.822263,1.76779,0.598261,0.160487,0.0552731
0.8125,1.8798,0.613605,0.0551893,0.0374132
0.800374,1.96696,0.64369,-0.0155147,0.030271
0.562879,0.812252,0.962771,1.17196,0.0983797
0.592959,0.896157,0.922094,1.12038,0.0849003
0.628906,1.00412,0.858212,1.03927,0.0830133
0.671624,1.14385,0.767514,0.922217,0.0794991
0.722816,1.32075,0.650691,0.76738,0.0676565
0.778386,1.52182,0.521308,0.589203,0.0511564
0.826418,1.71416,0.405027,0.415874,0.0373846
0.857448,1.87215,0.323257,0.269494,0.0299667
0.8722,1.99397,0.282058,0.158234,0.0296566
0.876729,2.09036,0.275531,0.0827149,0.0363895
0.463564,0.840729,1.05579,1.28866,-0.0208531
0.494668,0.925958,1.00377,1.23942,-0.0347378
0.535166,1.0383,0.916533,1.15794,-0.0338135
0.589979,1.18567,0.787454,1.03521,-0.0291066
0.662193,1.37144,0.616957,0.869084,-0.026042
0.744183,1.57958,0.425193,0.676608,-0.0224046
0.817786,1.77533,0.249425,0.489898,-0.0145785
0.870044,1.93432,0.119036,0.333352,-0.00218914
0.901982,2.05733,0.0411611,0.215004,0.0140068
0.92067,2.15647,0.00835522,0.134345,0.0334034
0.418415,0.86448,1.12357,1.36245,-0.121304
0.446325,0.949914,1.06328,1.31583,-0.135355
0.48514,1.06474,0.958512,1.23514,-0.132968
0.542988,1.21701,0.800425,1.10818,-0.122157
0.624344,1.40834,0.59063,0.932062,-0.106623
