0,4,5,3,9,8,2,7,1,6,0
0,3,8,9,7,1,6,5,2,4,0
0,5,4,3,9,8,2,7,1,6,0
0,5,4,3,9,8,2,7,6,1,0
0,6,5,3,9,8,4,2,7,1,0
0,5,3,9,8,4,2,6,7,1,0
0,5,3,9,8,4,2,6,7,1,0
0,5,3,9,8,4,2,6,7,1,0
0,6,5,9,8,3,4,2,7,1,0
0,6,5,9,8,3,4,2,7,1,0
0,6,5,9,8,3,4,2,7,1,0
0,6,5,9,8,3,4,2,7,1,0
0,6,5,9,8,3,4,2,7,1,0
0,6,5,9,8,3,4,2,7,1,0
0,2,4,3,8,9,5,6,7,1,0
0,7,2,4,3,8,9,5,6,1,0
0,7,2,4,3,8,9,5,6,1,0
0,7,2,4,3,8,9,5,6,1,0
0,1,2,4,3,8,9,5,6,7,0
0,1,2,4,3,8,9,5,6,7,0
0,1,2,4,3,8,9,5,6,7,0
0,1,5,9,8,3,4,2,6,7,0
0,1,5,9,8,3,4,2,6,7,0
0,1,5,9,8,3,4,2,6,7,0
0,1,5,9,8,3,4,2,6,7,0
0,1,5,9,8,3,4,2,6,7,0
0,1,5,9,8,3,4,2,6,7,0
0,1,5,9,8,3,4,2,6,7,0
0,1,5,9,8,3,4,2,6,7,0
0,1,5,9,8,3,4,2,6,7,0
0,1,5,9,8,3,4,2,6,7,0
0,1,5,9,8,3,4,2,6,7,0
0,1,5,9,8,3,4,2,6,7,0
0,1,5,9,8,3,4,2,6,7,0
0,1,5,9,8,3,4,2,6,7,0
0,1,5,9,8,3,4,2,6,7,0
0,1,5,9,8,3,4,2,6,7,0
0,1,5,9,8,3,4,2,6,7,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
0,5,9,8,3,4,2,6,7,1,0
